section_id,file_id,url,heading_markdown,section_code,local_readme_file,heading_level,section_contents
1206,100,https://github.com/antlinker/go-mqtt,### 连接事件,-,antlinker.go-mqtt.md,3,
1207,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1208,100,https://github.com/antlinker/go-mqtt,### 断开连接事件,-,antlinker.go-mqtt.md,3,
1209,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1210,100,https://github.com/antlinker/go-mqtt,### 订阅事件,-,antlinker.go-mqtt.md,3,
1211,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1212,100,https://github.com/antlinker/go-mqtt,### 发布消息事件,-,antlinker.go-mqtt.md,3,
1213,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1214,100,https://github.com/antlinker/go-mqtt,### 接收消息事件,-,antlinker.go-mqtt.md,3,
1215,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1216,100,https://github.com/antlinker/go-mqtt,### 取消订阅事件,-,antlinker.go-mqtt.md,3,
1217,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1218,100,https://github.com/antlinker/go-mqtt,### 报文发送接收事件,-,antlinker.go-mqtt.md,3,
1219,100,https://github.com/antlinker/go-mqtt,#### 例子,-,antlinker.go-mqtt.md,4,
1220,101,https://github.com/alanwgeorge/Android-CleanArchitecture,# Android-CleanArchitecture [![Build Status](https://travis-ci.org/android10/Android-CleanArchitecture.svg?branch=master)](https://travis-ci.org/android10/Android-CleanArchitecture),16,alanwgeorge.Android-CleanArchitecture.md,1,=========================  This is a sample app that is part of a blog post I have written about how to architect android application using the Uncle Bob's clean architecture approach.  [Architecting Android…The clean way?](http://fernandocejas.com/2014/09/03/architecting-android-the-clean-way/)  [Architecting Android…The evolution](http://fernandocejas.com/2015/07/18/architecting-android-the-evolution/)  [Tasting Dagger 2 on Android](http://fernandocejas.com/2015/04/11/tasting-dagger-2-on-android/)  [Demo video of this sample](http://youtu.be/XSjV4sG3ni0) 
1221,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Clean architecture,6,alanwgeorge.Android-CleanArchitecture.md,2,
1222,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Architectural approach,6,alanwgeorge.Android-CleanArchitecture.md,2,
1223,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Architectural reactive approach,6,alanwgeorge.Android-CleanArchitecture.md,2,
1224,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Local Development,3,alanwgeorge.Android-CleanArchitecture.md,2,
1225,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Discussions,6,alanwgeorge.Android-CleanArchitecture.md,2,
1226,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## Code style,6,alanwgeorge.Android-CleanArchitecture.md,2,
1227,101,https://github.com/alanwgeorge/Android-CleanArchitecture,## License,5,alanwgeorge.Android-CleanArchitecture.md,2,
1228,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,# Rails Starter App,13,trujunzhang.ruby2-rails4-bootstrap-heroku.md,1,"[![Build Status](https://travis-ci.org/diowa/ruby2-rails4-bootstrap-heroku.svg?branch=master)](https://travis-ci.org/diowa/ruby2-rails4-bootstrap-heroku) [![Dependency Status](https://gemnasium.com/diowa/ruby2-rails4-bootstrap-heroku.svg)](https://gemnasium.com/diowa/ruby2-rails4-bootstrap-heroku) [![Code Climate](https://codeclimate.com/github/diowa/ruby2-rails4-bootstrap-heroku/badges/gpa.svg)](https://codeclimate.com/github/diowa/ruby2-rails4-bootstrap-heroku) [![Coverage Status](https://coveralls.io/repos/diowa/ruby2-rails4-bootstrap-heroku/badge.svg?branch=master)](https://coveralls.io/r/diowa/ruby2-rails4-bootstrap-heroku?branch=master)  [![Deploy](https://www.herokucdn.com/deploy/button.svg)](https://heroku.com/deploy)   This is a starter web application based on the following technology stack:  * [Ruby 2.3.0][1] * [Rails 4.2.5][2] * [Puma][3] * [PostgreSQL][4] * [RSpec][5] * [Twitter Bootstrap for Sass 3.3.6][6] * [Autoprefixer][7] * [Font Awesome 4.5.0][8] * [SLIM][9] * [RuboCop][10]  [1]: http://www.ruby-lang.org/en/ [2]: http://rubyonrails.org/ [3]: http://puma.io/ [4]: http://www.postgresql.org/ [5]: http://rspec.info/ [6]: http://getbootstrap.com/ [7]: http://github.com/ai/autoprefixer/ [8]: http://fontawesome.io/ [9]: http://slim-lang.com/ [10]: http://github.com/bbatsov/rubocop  Starter App is deployable on [Heroku](http://www.heroku.com/). Demo: http://ruby2-rails4-bootstrap-heroku.herokuapp.com/  ```Gemfile``` also contains a set of useful gems for performance, security, api building... "
1229,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Thread safety,3,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1230,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Heroku Platform API,36,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1231,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Recommended add-ons,3,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1232,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Secrets.yml,3,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1233,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Tuning Ruby's RGenGC,36,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1234,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,### Nitrous.IO,36,trujunzhang.ruby2-rails4-bootstrap-heroku.md,3,
1235,103,https://github.com/MrItty/GeoIP2-perl,# NAME,1,MrItty.GeoIP2-perl.md,1, GeoIP2 - Perl API for MaxMind's GeoIP2 web services and databases 
1236,103,https://github.com/MrItty/GeoIP2-perl,# VERSION,4,MrItty.GeoIP2-perl.md,1,
1237,103,https://github.com/MrItty/GeoIP2-perl,# DESCRIPTION,16,MrItty.GeoIP2-perl.md,1,
1238,103,https://github.com/MrItty/GeoIP2-perl,# SPEEDING UP DATABASE READING,36,MrItty.GeoIP2-perl.md,1,
1239,103,https://github.com/MrItty/GeoIP2-perl,# VALUES TO USE FOR DATABASE OR HASH KEYS,3,MrItty.GeoIP2-perl.md,1,
1240,103,https://github.com/MrItty/GeoIP2-perl,# INTEGRATION WITH GEONAMES,3,MrItty.GeoIP2-perl.md,1,
1241,103,https://github.com/MrItty/GeoIP2-perl,# REPORTING DATA PROBLEMS,56,MrItty.GeoIP2-perl.md,1,
1242,103,https://github.com/MrItty/GeoIP2-perl,# VERSIONING POLICY,4,MrItty.GeoIP2-perl.md,1,
1243,103,https://github.com/MrItty/GeoIP2-perl,# PERL VERSION SUPPORT,3,MrItty.GeoIP2-perl.md,1,
1244,103,https://github.com/MrItty/GeoIP2-perl,# SUPPORT,6,MrItty.GeoIP2-perl.md,1,
1245,103,https://github.com/MrItty/GeoIP2-perl,# AUTHORS,5,MrItty.GeoIP2-perl.md,1,
1246,103,https://github.com/MrItty/GeoIP2-perl,# CONTRIBUTORS,5,MrItty.GeoIP2-perl.md,1,
1247,103,https://github.com/MrItty/GeoIP2-perl,# COPYRIGHT AND LICENSE,5,MrItty.GeoIP2-perl.md,1,
1248,104,https://github.com/nmjesus/sharedb,# ShareDB,156,nmjesus.sharedb.md,1,"   [![NPM Version](https://img.shields.io/npm/v/sharedb.svg)](https://npmjs.org/package/sharedb)   [![Build Status](https://travis-ci.org/share/sharedb.svg?branch=master)](https://travis-ci.org/share/sharedb)   [![Coverage Status](https://coveralls.io/repos/github/share/sharedb/badge.svg?branch=master)](https://coveralls.io/github/share/sharedb?branch=master)  ShareDB is a realtime database backend based on [Operational Transformation (OT)](https://en.wikipedia.org/wiki/Operational_transformation) of JSON documents. It is the realtime backend for the [DerbyJS web application framework](http://derbyjs.com/).  For questions, discussion and announcements, join the [ShareJS mailing list](https://groups.google.com/forum/?fromgroups#!forum/sharejs).  Please report any bugs you find to the [issue tracker](https://github.com/share/sharedb/issues).  "
1249,104,https://github.com/nmjesus/sharedb,## Features,1,nmjesus.sharedb.md,2,
1250,104,https://github.com/nmjesus/sharedb,## Quick tour,3,nmjesus.sharedb.md,2,
1251,104,https://github.com/nmjesus/sharedb,## Data model,6,nmjesus.sharedb.md,2,
1252,104,https://github.com/nmjesus/sharedb,## Operations,6,nmjesus.sharedb.md,2,
1253,104,https://github.com/nmjesus/sharedb,## Using ShareDB,-,nmjesus.sharedb.md,2,
1254,104,https://github.com/nmjesus/sharedb,### Creating documents,-,nmjesus.sharedb.md,3,
1255,104,https://github.com/nmjesus/sharedb,### Deleting documents,-,nmjesus.sharedb.md,3,
1256,104,https://github.com/nmjesus/sharedb,### Editing documents,-,nmjesus.sharedb.md,3,
1257,104,https://github.com/nmjesus/sharedb,### Getting a document,-,nmjesus.sharedb.md,3,
1258,104,https://github.com/nmjesus/sharedb,### Getting historic changes to a document,-,nmjesus.sharedb.md,3,
1259,104,https://github.com/nmjesus/sharedb,### Streaming changes to a document in realtime,-,nmjesus.sharedb.md,3,
1260,104,https://github.com/nmjesus/sharedb,#### Bulk Subscribe,-,nmjesus.sharedb.md,4,
1261,104,https://github.com/nmjesus/sharedb,### Queries,-,nmjesus.sharedb.md,3,
1262,104,https://github.com/nmjesus/sharedb,### Projections,-,nmjesus.sharedb.md,3,
1263,104,https://github.com/nmjesus/sharedb,## Error codes,-,nmjesus.sharedb.md,2,
1264,104,https://github.com/nmjesus/sharedb,### 4000 - Bad request,-,nmjesus.sharedb.md,3,
1265,104,https://github.com/nmjesus/sharedb,### 5000 - Internal error,-,nmjesus.sharedb.md,3,
1266,105,https://github.com/Robbe92/liferay-connector,# Liferay Connector,1,Robbe92.liferay-connector.md,1,"=================  <img     align=""right"" width=""128"" height=""128""     src=""https://raw.githubusercontent.com/smclab/liferay-connector/master/logo.png"">  [![Dependencies](https://david-dm.org/smclab/liferay-connector/status.svg?style=flat-square)](https://david-dm.org/smclab/liferay-connector#info=dependencies) [![Dev Dependencies](https://david-dm.org/smclab/liferay-connector/dev-status.svg?style=flat-square)](https://david-dm.org/smclab/liferay-connector#info=devDependencies) [![Available on NPM](https://img.shields.io/npm/v/liferay-connector.svg?style=flat-square)](https://www.npmjs.org/package/liferay-connector) [![Available on gitTio](https://img.shields.io/badge/available_on-gitTio-00B4CC.svg?style=flat-square)](http://gitt.io/component/liferay-connector)  This module, available for Node.js and Titanium SDK, wraps the Liferay JSON WS into an easier to use (and easier to test!) API.  Works and tested with **Liferay 7.0.x** and **6.2.x** and **6.1.x**, both CE and EE.  "
1267,105,https://github.com/Robbe92/liferay-connector,## Installation,3,Robbe92.liferay-connector.md,2,
1268,105,https://github.com/Robbe92/liferay-connector,## Usage,3,Robbe92.liferay-connector.md,2,
1269,105,https://github.com/Robbe92/liferay-connector,## Credits,5,Robbe92.liferay-connector.md,2,
1270,105,https://github.com/Robbe92/liferay-connector,## License,5,Robbe92.liferay-connector.md,2,
1271,106,https://github.com/a3986/px-data-table,## Px-Data-Table [![Build Status](https://travis-ci.org/PredixDev/px-data-table.svg?branch=master)](https://travis-ci.org/PredixDev/px-data-table),1,a3986.px-data-table.md,2,-----------------------------------------------  [![px-data-table demo](px-data-table.png?raw=true)](https://github.com/PredixDev/px-data-table) 
1272,106,https://github.com/a3986/px-data-table,## Overview,1,a3986.px-data-table.md,2,
1273,106,https://github.com/a3986/px-data-table,## Usage,3,a3986.px-data-table.md,2,
1274,106,https://github.com/a3986/px-data-table,### Prerequisites,3,a3986.px-data-table.md,3,
1275,106,https://github.com/a3986/px-data-table,### Getting Started,3,a3986.px-data-table.md,3,
1276,106,https://github.com/a3986/px-data-table,## Documentation,6,a3986.px-data-table.md,2,
1277,106,https://github.com/a3986/px-data-table,## Local Development,3,a3986.px-data-table.md,2,
1278,106,https://github.com/a3986/px-data-table,### GE Coding Style Guide,6,a3986.px-data-table.md,3,
1279,106,https://github.com/a3986/px-data-table,## Known Issues,6,a3986.px-data-table.md,2,
1280,107,https://github.com/Capri2014/tiny-dnn,## </div>,-,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br> -----------------  [![Join the chat at https://gitter.im/tiny-dnn/users](https://badges.gitter.im/tiny-dnn/users.svg)](https://gitter.im/tiny-dnn/users) [![Docs](https://img.shields.io/badge/docs-latest-blue.svg)](http://tiny-dnn.readthedocs.io/) [![License](https://img.shields.io/badge/license-BSD--3--Clause-blue.svg)](https://raw.githubusercontent.com/tiny-dnn/tiny-dnn/master/LICENSE) [![Coverage Status](https://coveralls.io/repos/github/tiny-dnn/tiny-dnn/badge.svg?branch=master)](https://coveralls.io/github/tiny-dnn/tiny-dnn?branch=master)  **tiny-dnn** is a C++11 implementation of deep learning. It is suitable for deep learning on limited computational resource, embedded systems and IoT devices.  | **`Linux/Mac OS`** | **`Windows`** | |------------------|-------------| |[![Build Status](https://travis-ci.org/tiny-dnn/tiny-dnn.svg?branch=master)](https://travis-ci.org/tiny-dnn/tiny-dnn)|[![Build status](https://ci.appveyor.com/api/projects/status/a5syoifm8ct7b4l2?svg=true)](https://ci.appveyor.com/project/tinydnn/tiny-dnn)| "
1281,107,https://github.com/Capri2014/tiny-dnn,## Table of contents,6,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1282,107,https://github.com/Capri2014/tiny-dnn,## What's New,4,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1283,107,https://github.com/Capri2014/tiny-dnn,## Features,1,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1284,107,https://github.com/Capri2014/tiny-dnn,## Comparison with other libraries,26,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1285,107,https://github.com/Capri2014/tiny-dnn,## Supported networks,1,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1286,107,https://github.com/Capri2014/tiny-dnn,### layer-types,1,Capri2014.tiny-dnn.md,3,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1287,107,https://github.com/Capri2014/tiny-dnn,### activation functions,1,Capri2014.tiny-dnn.md,3,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1288,107,https://github.com/Capri2014/tiny-dnn,### loss functions,1,Capri2014.tiny-dnn.md,3,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1289,107,https://github.com/Capri2014/tiny-dnn,### optimization algorithms,1,Capri2014.tiny-dnn.md,3,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1290,107,https://github.com/Capri2014/tiny-dnn,## Dependencies,3,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1291,107,https://github.com/Capri2014/tiny-dnn,## Build,3,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1292,107,https://github.com/Capri2014/tiny-dnn,## Customize configurations,3,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1293,107,https://github.com/Capri2014/tiny-dnn,## Examples,3,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1294,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,Capri2014.tiny-dnn.md,1,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1295,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,Capri2014.tiny-dnn.md,1,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1296,107,https://github.com/Capri2014/tiny-dnn,"#include tiny_dnn/tiny_dnn.h""""",8,Capri2014.tiny-dnn.md,1,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1297,107,https://github.com/Capri2014/tiny-dnn,## Contributing,7,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1298,107,https://github.com/Capri2014/tiny-dnn,## References,6,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1299,107,https://github.com/Capri2014/tiny-dnn,## License,5,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1300,107,https://github.com/Capri2014/tiny-dnn,## Gitter rooms,5,Capri2014.tiny-dnn.md,2,"<div align=""center"">   <img src=""https://github.com/tiny-dnn/tiny-dnn/blob/master/docs/logo/TinyDNN-logo-letters-alpha-version.png""><br><br>"
1301,108,https://github.com/carriercomm/rampant,# Rampant,1,carriercomm.rampant.md,1, Rampant launches your Node.js application into a profiler session using [node-webkit-agent][nwk] paired with the Developer Tools frontend inside [Google Chrome Canary][canary]. 
1302,108,https://github.com/carriercomm/rampant,## Caveats,3,carriercomm.rampant.md,2,
1303,108,https://github.com/carriercomm/rampant,## Install,3,carriercomm.rampant.md,2,
1304,108,https://github.com/carriercomm/rampant,## Usage,3,carriercomm.rampant.md,2,
1305,108,https://github.com/carriercomm/rampant,## Disclaimer,3,carriercomm.rampant.md,2,
1306,108,https://github.com/carriercomm/rampant,## License,5,carriercomm.rampant.md,2,
1307,108,https://github.com/carriercomm/rampant,## Author,5,carriercomm.rampant.md,2,
1308,109,https://github.com/medos1472/BMCustomTableView,## BMCustomTableView,1,medos1472.BMCustomTableView.md,2, [![CI Status](http://img.shields.io/travis/Barbara M Brina/BMCustomTableView.svg?style=flat)](https://travis-ci.org/Barbara M Brina/BMCustomTableView) [![Version](https://img.shields.io/cocoapods/v/BMCustomTableView.svg?style=flat)](http://cocoapods.org/pods/BMCustomTableView) [![License](https://img.shields.io/cocoapods/l/BMCustomTableView.svg?style=flat)](http://cocoapods.org/pods/BMCustomTableView) [![Platform](https://img.shields.io/cocoapods/p/BMCustomTableView.svg?style=flat)](http://cocoapods.org/pods/BMCustomTableView) 
1309,109,https://github.com/medos1472/BMCustomTableView,## Overview,1,medos1472.BMCustomTableView.md,2,
1310,109,https://github.com/medos1472/BMCustomTableView,## Installation with CocoaPods,3,medos1472.BMCustomTableView.md,2,
1311,109,https://github.com/medos1472/BMCustomTableView,## Usage,3,medos1472.BMCustomTableView.md,2,
1312,109,https://github.com/medos1472/BMCustomTableView,## Example Project,3,medos1472.BMCustomTableView.md,2,
1313,109,https://github.com/medos1472/BMCustomTableView,## Author,5,medos1472.BMCustomTableView.md,2,
1314,109,https://github.com/medos1472/BMCustomTableView,## License,5,medos1472.BMCustomTableView.md,2,
1315,110,https://github.com/ZahoreczTibor/handson-ml,# Machine Learning Notebooks,13,ZahoreczTibor.handson-ml.md,1,"==========================  This project aims at teaching you the fundamentals of Machine Learning in python. It contains the example code and solutions to the exercises in my O'Reilly book [Hands-on Machine Learning with Scikit-Learn and TensorFlow](http://shop.oreilly.com/product/0636920052289.do):  [![book](http://akamaicovers.oreilly.com/images/0636920052289/cat.gif)](http://shop.oreilly.com/product/0636920052289.do)  Simply open the [Jupyter](http://jupyter.org/) notebooks you are interested in:  * Using [jupyter.org's notebook viewer](http://nbviewer.jupyter.org/github/ageron/handson-ml/blob/master/index.ipynb)     * note: [github.com's notebook viewer](https://github.com/ageron/handson-ml/blob/master/index.ipynb) also works but it is slower and the math formulas are not displayed correctly, * or by cloning this repository and running Jupyter locally. This option lets you play around with the code. In this case, follow the installation instructions below. "
1316,110,https://github.com/ZahoreczTibor/handson-ml,# Installation,3,ZahoreczTibor.handson-ml.md,1,
1317,110,https://github.com/ZahoreczTibor/handson-ml,## Python & Required Libraries,3,ZahoreczTibor.handson-ml.md,2,
1318,110,https://github.com/ZahoreczTibor/handson-ml,## Using Anaconda,3,ZahoreczTibor.handson-ml.md,2,
1319,110,https://github.com/ZahoreczTibor/handson-ml,## Using pip,3,ZahoreczTibor.handson-ml.md,2,
1320,110,https://github.com/ZahoreczTibor/handson-ml,## Starting Jupyter,3,ZahoreczTibor.handson-ml.md,2,
1321,111,https://github.com/yu5y/geonotebook,## GeoNotebook [![CircleCI](https://circleci.com/gh/OpenGeoscience/geonotebook.svg?style=shield)](https://circleci.com/gh/OpenGeoscience/geonotebook) [![Gitter chat](https://badges.gitter.im/gitterHQ/gitter.png)](https://gitter.im/OpenGeoscience/geonotebook),15,yu5y.geonotebook.md,2,"GeoNotebook is an application that provides client/server environment with interactive visualization and analysis capabilities using [Jupyter](http://jupyter.org), [GeoJS] (http://www.github.com/OpenGeoscience/geojs) and other open source tools. Jointly developed by  [Kitware](http://www.kitware.com) and [NASA Ames](https://www.nasa.gov/centers/ames/home/index.html).  "
1322,111,https://github.com/yu5y/geonotebook,## Screenshots,6,yu5y.geonotebook.md,2,
1323,111,https://github.com/yu5y/geonotebook,## Installation,3,yu5y.geonotebook.md,2,
1324,111,https://github.com/yu5y/geonotebook,### System Prerequisites,3,yu5y.geonotebook.md,3,
1325,111,https://github.com/yu5y/geonotebook,### Clone the repo:,3,yu5y.geonotebook.md,3,
1326,111,https://github.com/yu5y/geonotebook,"### Make a virtualenv, install jupyter[notebook], install geonotebook",3,yu5y.geonotebook.md,3,
1327,111,https://github.com/yu5y/geonotebook,# Numpy must be fully installed before rasterio,3,yu5y.geonotebook.md,1,
1328,111,https://github.com/yu5y/geonotebook,# Enable both the notebook and server extensions,3,yu5y.geonotebook.md,1,
1329,111,https://github.com/yu5y/geonotebook,### Installing geonotebook for development,3,yu5y.geonotebook.md,3,
1330,111,https://github.com/yu5y/geonotebook,"# Install the geonotebook python package as editable""""",3,yu5y.geonotebook.md,1,
1331,111,https://github.com/yu5y/geonotebook,# Install the notebook extension as a symlink,3,yu5y.geonotebook.md,1,
1332,111,https://github.com/yu5y/geonotebook,# Enable the extension,3,yu5y.geonotebook.md,1,
1333,111,https://github.com/yu5y/geonotebook,# Start the javascript builder,3,yu5y.geonotebook.md,1,
1334,111,https://github.com/yu5y/geonotebook,### Run the notebook:,3,yu5y.geonotebook.md,3,
1335,111,https://github.com/yu5y/geonotebook,### Configure the notebook:,3,yu5y.geonotebook.md,3,
1336,111,https://github.com/yu5y/geonotebook,### Run the tests,3,yu5y.geonotebook.md,3,
1337,111,https://github.com/yu5y/geonotebook,# From the source root,3,yu5y.geonotebook.md,1,
1338,111,https://github.com/yu5y/geonotebook,# Optionally only run tests on python 2.7,3,yu5y.geonotebook.md,1,
1339,111,https://github.com/yu5y/geonotebook,# tox -e py27,3,yu5y.geonotebook.md,1,
1340,111,https://github.com/yu5y/geonotebook,## Docker Container,6,yu5y.geonotebook.md,2,
1341,111,https://github.com/yu5y/geonotebook,## Vagrant Machine,6,yu5y.geonotebook.md,2,
1342,111,https://github.com/yu5y/geonotebook,## Tile Server,3,yu5y.geonotebook.md,2,
1343,111,https://github.com/yu5y/geonotebook,### Use geoserver for tile serving,3,yu5y.geonotebook.md,3,
1344,112,https://github.com/ammarx/ARP-spoofing,# ARP-spoofing,1,ammarx.ARP-spoofing.md,1," > Python script to perform ARP spoofing on a network  This python script allows you to perform ARP spoofing, which can be used to perform attacks such as denial of service, man in the middle, or session hijacking. "
1345,112,https://github.com/ammarx/ARP-spoofing,# Requirements,3,ammarx.ARP-spoofing.md,1,
1346,112,https://github.com/ammarx/ARP-spoofing,# Requirement details,3,ammarx.ARP-spoofing.md,1,
1347,112,https://github.com/ammarx/ARP-spoofing,# Installation,3,ammarx.ARP-spoofing.md,1,
1348,112,https://github.com/ammarx/ARP-spoofing,# Setting up IP Forwarding,3,ammarx.ARP-spoofing.md,1,
1349,112,https://github.com/ammarx/ARP-spoofing,# Gathering MAC and IP addresses,3,ammarx.ARP-spoofing.md,1,
1350,112,https://github.com/ammarx/ARP-spoofing,# Performing the attack,3,ammarx.ARP-spoofing.md,1,
1351,112,https://github.com/ammarx/ARP-spoofing,# Extra,6,ammarx.ARP-spoofing.md,1,
1352,112,https://github.com/ammarx/ARP-spoofing,# Credits,5,ammarx.ARP-spoofing.md,1,
1353,113,https://github.com/RodrigoCm95/ionic-native,# Ionic Native,1,RodrigoCm95.ionic-native.md,1,"[![Circle CI](https://circleci.com/gh/driftyco/ionic-native.svg?style=shield)](https://circleci.com/gh/driftyco/ionic-native) [![Commitizen friendly](https://img.shields.io/badge/commitizen-friendly-brightgreen.svg)](http://commitizen.github.io/cz-cli/) [![npm](https://img.shields.io/npm/l/express.svg)](https://www.npmjs.com/package/ionic-native)  [![NPM](https://nodei.co/npm/ionic-native.png?stars&downloads)](https://nodei.co/npm/ionic-native/) [![NPM](https://nodei.co/npm-dl/ionic-native.png?months=6&height=2)](https://nodei.co/npm/ionic-native/)   Ionic Native is a curated set of wrappers for Cordova plugins that make adding any native functionality you need to your [Ionic](http://ionicframework.com/), Cordova, or Web View mobile app easy. "
1354,113,https://github.com/RodrigoCm95/ionic-native,### Documentation,6,RodrigoCm95.ionic-native.md,3,[![Circle CI](https://circleci.com/gh/driftyco/ionic-native.svg?style=shield)](https://circleci.com/gh/driftyco/ionic-native) [![Commitizen friendly](https://img.shields.io/badge/commitizen-friendly-brightgreen.svg)](http://commitizen.github.io/cz-cli/) [![npm](https://img.shields.io/npm/l/express.svg)](https://www.npmjs.com/package/ionic-native)  [![NPM](https://nodei.co/npm/ionic-native.png?stars&downloads)](https://nodei.co/npm/ionic-native/) [![NPM](https://nodei.co/npm-dl/ionic-native.png?months=6&height=2)](https://nodei.co/npm/ionic-native/) 
