section_id,file_id,url,heading_markdown,local_readme_file,heading_level
6,61,https://github.com/brianrainey/.dotfiles,## Browser (Latest Firefox):,brianrainey..dotfiles.md,2
7,61,https://github.com/brianrainey/.dotfiles,## Programming tools:,brianrainey..dotfiles.md,2
8,61,https://github.com/brianrainey/.dotfiles,## Git Setup:,brianrainey..dotfiles.md,2
9,61,https://github.com/brianrainey/.dotfiles,"## FZF, Silver Searcher",brianrainey..dotfiles.md,2
10,61,https://github.com/brianrainey/.dotfiles,## Micro,brianrainey..dotfiles.md,2
11,61,https://github.com/brianrainey/.dotfiles,## Sound:,brianrainey..dotfiles.md,2
12,61,https://github.com/brianrainey/.dotfiles,## Dotfiles:,brianrainey..dotfiles.md,2
1,62,https://github.com/brismuth/fms-endpoint,# FixMyStreet-endpoint,brismuth.fms-endpoint.md,1
2,62,https://github.com/brismuth/fms-endpoint,## Who needs an FMS-endpoint?,brismuth.fms-endpoint.md,2
3,62,https://github.com/brismuth/fms-endpoint,## Installation,brismuth.fms-endpoint.md,2
4,62,https://github.com/brismuth/fms-endpoint,## Quickstart,brismuth.fms-endpoint.md,2
5,62,https://github.com/brismuth/fms-endpoint,## Licensing,brismuth.fms-endpoint.md,2
6,62,https://github.com/brismuth/fms-endpoint,## About mySociety,brismuth.fms-endpoint.md,2
1,63,https://github.com/BrunoBozza/CNTK,# CNTK,BrunoBozza.CNTK.md,1
2,63,https://github.com/BrunoBozza/CNTK,## Latest news,BrunoBozza.CNTK.md,2
3,63,https://github.com/BrunoBozza/CNTK,## What is CNTK,BrunoBozza.CNTK.md,2
4,63,https://github.com/BrunoBozza/CNTK,## Performance,BrunoBozza.CNTK.md,2
5,63,https://github.com/BrunoBozza/CNTK,## Citation,BrunoBozza.CNTK.md,2
6,63,https://github.com/BrunoBozza/CNTK,## Disclaimer ,BrunoBozza.CNTK.md,2
1,64,https://github.com/BuckleTypes/bs-webapi-incubator,# bs-webapi,BuckleTypes.bs-webapi-incubator.md,1
2,64,https://github.com/BuckleTypes/bs-webapi-incubator,## Installation,BuckleTypes.bs-webapi-incubator.md,2
3,64,https://github.com/BuckleTypes/bs-webapi-incubator,## Usage,BuckleTypes.bs-webapi-incubator.md,2
4,64,https://github.com/BuckleTypes/bs-webapi-incubator,## Some notes on the DOM API,BuckleTypes.bs-webapi-incubator.md,2
5,64,https://github.com/BuckleTypes/bs-webapi-incubator,### Subtyping,BuckleTypes.bs-webapi-incubator.md,3
6,64,https://github.com/BuckleTypes/bs-webapi-incubator,### Implementation inheritance,BuckleTypes.bs-webapi-incubator.md,3
1,65,https://github.com/c-jheengut/kdev-kernel,# KDevelop Linux Kernel Development Plugin,c-jheengut.kdev-kernel.md,1
2,65,https://github.com/c-jheengut/kdev-kernel,## Features,c-jheengut.kdev-kernel.md,2
3,65,https://github.com/c-jheengut/kdev-kernel,## Installing,c-jheengut.kdev-kernel.md,2
4,65,https://github.com/c-jheengut/kdev-kernel,## Limitations,c-jheengut.kdev-kernel.md,2
5,65,https://github.com/c-jheengut/kdev-kernel,## Contribute & Feedback,c-jheengut.kdev-kernel.md,2
1,66,https://github.com/cambiata/android-midi-lib,# Android MIDI Library,cambiata.android-midi-lib.md,1
2,66,https://github.com/cambiata/android-midi-lib,## Example Usage:,cambiata.android-midi-lib.md,2
3,66,https://github.com/cambiata/android-midi-lib,#### Reading and Writing a MIDI file:,cambiata.android-midi-lib.md,4
4,66,https://github.com/cambiata/android-midi-lib,#### Manipulating a MIDI file's data:,cambiata.android-midi-lib.md,4
5,66,https://github.com/cambiata/android-midi-lib,#### Composing a new MIDI file:,cambiata.android-midi-lib.md,4
6,66,https://github.com/cambiata/android-midi-lib,#### Listening for and processing MIDI events,cambiata.android-midi-lib.md,4
1,67,https://github.com/caomm/angularjs-springmvc-sample,# angularjs-springmvc-sample,caomm.angularjs-springmvc-sample.md,1
2,67,https://github.com/caomm/angularjs-springmvc-sample,##Contribution,caomm.angularjs-springmvc-sample.md,2
3,67,https://github.com/caomm/angularjs-springmvc-sample,##Requirements,caomm.angularjs-springmvc-sample.md,2
4,67,https://github.com/caomm/angularjs-springmvc-sample,## Run this project,caomm.angularjs-springmvc-sample.md,2
5,67,https://github.com/caomm/angularjs-springmvc-sample,## Spring Boot,caomm.angularjs-springmvc-sample.md,2
1,68,https://github.com/Capri2014/tiny-dnn,## </div>,Capri2014.tiny-dnn.md,2
2,68,https://github.com/Capri2014/tiny-dnn,## Table of contents,Capri2014.tiny-dnn.md,2
3,68,https://github.com/Capri2014/tiny-dnn,## What's New,Capri2014.tiny-dnn.md,2
4,68,https://github.com/Capri2014/tiny-dnn,## Features,Capri2014.tiny-dnn.md,2
5,68,https://github.com/Capri2014/tiny-dnn,## Comparison with other libraries,Capri2014.tiny-dnn.md,2
6,68,https://github.com/Capri2014/tiny-dnn,## Supported networks,Capri2014.tiny-dnn.md,2
7,68,https://github.com/Capri2014/tiny-dnn,### layer-types,Capri2014.tiny-dnn.md,3
8,68,https://github.com/Capri2014/tiny-dnn,### activation functions,Capri2014.tiny-dnn.md,3
9,68,https://github.com/Capri2014/tiny-dnn,### loss functions,Capri2014.tiny-dnn.md,3
10,68,https://github.com/Capri2014/tiny-dnn,### optimization algorithms,Capri2014.tiny-dnn.md,3
11,68,https://github.com/Capri2014/tiny-dnn,## Dependencies,Capri2014.tiny-dnn.md,2
12,68,https://github.com/Capri2014/tiny-dnn,## Build,Capri2014.tiny-dnn.md,2
13,68,https://github.com/Capri2014/tiny-dnn,## Customize configurations,Capri2014.tiny-dnn.md,2
14,68,https://github.com/Capri2014/tiny-dnn,## Examples,Capri2014.tiny-dnn.md,2
15,68,https://github.com/Capri2014/tiny-dnn,"#include ""tiny_dnn/tiny_dnn.h""",Capri2014.tiny-dnn.md,1
16,68,https://github.com/Capri2014/tiny-dnn,"#include ""tiny_dnn/tiny_dnn.h""",Capri2014.tiny-dnn.md,1
17,68,https://github.com/Capri2014/tiny-dnn,"#include ""tiny_dnn/tiny_dnn.h""",Capri2014.tiny-dnn.md,1
18,68,https://github.com/Capri2014/tiny-dnn,## Contributing,Capri2014.tiny-dnn.md,2
19,68,https://github.com/Capri2014/tiny-dnn,## References,Capri2014.tiny-dnn.md,2
20,68,https://github.com/Capri2014/tiny-dnn,## License,Capri2014.tiny-dnn.md,2
21,68,https://github.com/Capri2014/tiny-dnn,## Gitter rooms,Capri2014.tiny-dnn.md,2
1,69,https://github.com/carolcoral/schooldemo,# schooldemo,carolcoral.schooldemo.md,1
2,69,https://github.com/carolcoral/schooldemo,# 数据库设计及文件说明<br>,carolcoral.schooldemo.md,1
3,69,https://github.com/carolcoral/schooldemo,## ,carolcoral.schooldemo.md,2
4,69,https://github.com/carolcoral/schooldemo,## ,carolcoral.schooldemo.md,2
1,70,https://github.com/carriercomm/rampant,# Rampant,carriercomm.rampant.md,1
2,70,https://github.com/carriercomm/rampant,## Caveats,carriercomm.rampant.md,2
3,70,https://github.com/carriercomm/rampant,## Install,carriercomm.rampant.md,2
4,70,https://github.com/carriercomm/rampant,## Usage,carriercomm.rampant.md,2
5,70,https://github.com/carriercomm/rampant,## Disclaimer,carriercomm.rampant.md,2
6,70,https://github.com/carriercomm/rampant,## License,carriercomm.rampant.md,2
7,70,https://github.com/carriercomm/rampant,## Author,carriercomm.rampant.md,2
1,71,https://github.com/carueda/stoqs,## Spatial Temporal Oceanographic Query System,carueda.stoqs.md,2
2,71,https://github.com/carueda/stoqs,#### Getting started with a STOQS development system ,carueda.stoqs.md,4
1,72,https://github.com/CASunday2003/jquery,# [jQuery](https://jquery.com/) — New Wave JavaScript,CASunday2003.jquery.md,1
2,72,https://github.com/CASunday2003/jquery,## Contribution Guides,CASunday2003.jquery.md,2
3,72,https://github.com/CASunday2003/jquery,## Environments in which to use jQuery,CASunday2003.jquery.md,2
4,72,https://github.com/CASunday2003/jquery,## What you need to build your own jQuery,CASunday2003.jquery.md,2
5,72,https://github.com/CASunday2003/jquery,## How to build your own jQuery,CASunday2003.jquery.md,2
6,72,https://github.com/CASunday2003/jquery,### Modules,CASunday2003.jquery.md,3
7,72,https://github.com/CASunday2003/jquery,##### AMD name,CASunday2003.jquery.md,5
8,72,https://github.com/CASunday2003/jquery,#### Custom Build Examples,CASunday2003.jquery.md,4
9,72,https://github.com/CASunday2003/jquery,## Running the Unit Tests,CASunday2003.jquery.md,2
10,72,https://github.com/CASunday2003/jquery,## Building to a different directory,CASunday2003.jquery.md,2
11,72,https://github.com/CASunday2003/jquery,## Essential Git,CASunday2003.jquery.md,2
12,72,https://github.com/CASunday2003/jquery,### Cleaning ###,CASunday2003.jquery.md,3
13,72,https://github.com/CASunday2003/jquery,### Rebasing ###,CASunday2003.jquery.md,3
14,72,https://github.com/CASunday2003/jquery,### Handling merge conflicts ###,CASunday2003.jquery.md,3
15,72,https://github.com/CASunday2003/jquery,## [QUnit](https://api.qunitjs.com) Reference,CASunday2003.jquery.md,2
16,72,https://github.com/CASunday2003/jquery,### Test methods ###,CASunday2003.jquery.md,3
17,72,https://github.com/CASunday2003/jquery,### Test assertions ###,CASunday2003.jquery.md,3
18,72,https://github.com/CASunday2003/jquery,## Test Suite Convenience Methods Reference (See [test/data/testinit.js](https://github.com/jquery/jquery/blob/master/test/data/testinit.js)),CASunday2003.jquery.md,2
19,72,https://github.com/CASunday2003/jquery,### Returns an array of elements with the given IDs ###,CASunday2003.jquery.md,3
20,72,https://github.com/CASunday2003/jquery,### Asserts that a selection matches the given IDs ###,CASunday2003.jquery.md,3
21,72,https://github.com/CASunday2003/jquery,### Fires a native DOM event without going through jQuery ###,CASunday2003.jquery.md,3
22,72,https://github.com/CASunday2003/jquery,### Add random number to url to stop caching ###,CASunday2003.jquery.md,3
23,72,https://github.com/CASunday2003/jquery,### Run tests in an iframe ###,CASunday2003.jquery.md,3
24,72,https://github.com/CASunday2003/jquery,## Questions?,CASunday2003.jquery.md,2
1,73,https://github.com/cbogithub/pixelpusher,# pixelpusher,cbogithub.pixelpusher.md,1
1,74,https://github.com/ccbabi/demo-redux-todo,## Table of Contents,ccbabi.demo-redux-todo.md,2
2,74,https://github.com/ccbabi/demo-redux-todo,## Updating to New Releases,ccbabi.demo-redux-todo.md,2
3,74,https://github.com/ccbabi/demo-redux-todo,## Sending Feedback,ccbabi.demo-redux-todo.md,2
4,74,https://github.com/ccbabi/demo-redux-todo,## Folder Structure,ccbabi.demo-redux-todo.md,2
5,74,https://github.com/ccbabi/demo-redux-todo,## Available Scripts,ccbabi.demo-redux-todo.md,2
6,74,https://github.com/ccbabi/demo-redux-todo,### `npm start`,ccbabi.demo-redux-todo.md,3
7,74,https://github.com/ccbabi/demo-redux-todo,### `npm test`,ccbabi.demo-redux-todo.md,3
8,74,https://github.com/ccbabi/demo-redux-todo,### `npm run build`,ccbabi.demo-redux-todo.md,3
9,74,https://github.com/ccbabi/demo-redux-todo,### `npm run eject`,ccbabi.demo-redux-todo.md,3
10,74,https://github.com/ccbabi/demo-redux-todo,## Supported Language Features and Polyfills,ccbabi.demo-redux-todo.md,2
11,74,https://github.com/ccbabi/demo-redux-todo,## Syntax Highlighting in the Editor,ccbabi.demo-redux-todo.md,2
12,74,https://github.com/ccbabi/demo-redux-todo,## Displaying Lint Output in the Editor,ccbabi.demo-redux-todo.md,2
13,74,https://github.com/ccbabi/demo-redux-todo,## Debugging in the Editor,ccbabi.demo-redux-todo.md,2
14,74,https://github.com/ccbabi/demo-redux-todo,## Changing the Page `<title>`,ccbabi.demo-redux-todo.md,2
15,74,https://github.com/ccbabi/demo-redux-todo,## Installing a Dependency,ccbabi.demo-redux-todo.md,2
16,74,https://github.com/ccbabi/demo-redux-todo,## Importing a Component,ccbabi.demo-redux-todo.md,2
17,74,https://github.com/ccbabi/demo-redux-todo,### `Button.js`,ccbabi.demo-redux-todo.md,3
18,74,https://github.com/ccbabi/demo-redux-todo,### `DangerButton.js`,ccbabi.demo-redux-todo.md,3
19,74,https://github.com/ccbabi/demo-redux-todo,## Adding a Stylesheet,ccbabi.demo-redux-todo.md,2
20,74,https://github.com/ccbabi/demo-redux-todo,### `Button.css`,ccbabi.demo-redux-todo.md,3
21,74,https://github.com/ccbabi/demo-redux-todo,### `Button.js`,ccbabi.demo-redux-todo.md,3
22,74,https://github.com/ccbabi/demo-redux-todo,## Post-Processing CSS,ccbabi.demo-redux-todo.md,2
23,74,https://github.com/ccbabi/demo-redux-todo,"## Adding a CSS Preprocessor (Sass, Less etc.)",ccbabi.demo-redux-todo.md,2
24,74,https://github.com/ccbabi/demo-redux-todo,## Adding Images and Fonts,ccbabi.demo-redux-todo.md,2
25,74,https://github.com/ccbabi/demo-redux-todo,## Using the `public` Folder,ccbabi.demo-redux-todo.md,2
26,74,https://github.com/ccbabi/demo-redux-todo,### Changing the HTML,ccbabi.demo-redux-todo.md,3
27,74,https://github.com/ccbabi/demo-redux-todo,### Adding Assets Outside of the Module System,ccbabi.demo-redux-todo.md,3
28,74,https://github.com/ccbabi/demo-redux-todo,### When to Use the `public` Folder,ccbabi.demo-redux-todo.md,3
29,74,https://github.com/ccbabi/demo-redux-todo,## Using Global Variables,ccbabi.demo-redux-todo.md,2
30,74,https://github.com/ccbabi/demo-redux-todo,## Adding Bootstrap,ccbabi.demo-redux-todo.md,2
31,74,https://github.com/ccbabi/demo-redux-todo,### Using a Custom Theme,ccbabi.demo-redux-todo.md,3
32,74,https://github.com/ccbabi/demo-redux-todo,## Adding Flow,ccbabi.demo-redux-todo.md,2
33,74,https://github.com/ccbabi/demo-redux-todo,## Adding Custom Environment Variables,ccbabi.demo-redux-todo.md,2
34,74,https://github.com/ccbabi/demo-redux-todo,### Referencing Environment Variables in the HTML,ccbabi.demo-redux-todo.md,3
35,74,https://github.com/ccbabi/demo-redux-todo,### Adding Temporary Environment Variables In Your Shell,ccbabi.demo-redux-todo.md,3
36,74,https://github.com/ccbabi/demo-redux-todo,#### Windows (cmd.exe),ccbabi.demo-redux-todo.md,4
37,74,https://github.com/ccbabi/demo-redux-todo,"#### Linux, macOS (Bash)",ccbabi.demo-redux-todo.md,4
38,74,https://github.com/ccbabi/demo-redux-todo,### Adding Development Environment Variables In `.env`,ccbabi.demo-redux-todo.md,3
39,74,https://github.com/ccbabi/demo-redux-todo,## Can I Use Decorators?,ccbabi.demo-redux-todo.md,2
40,74,https://github.com/ccbabi/demo-redux-todo,## Integrating with an API Backend,ccbabi.demo-redux-todo.md,2
41,74,https://github.com/ccbabi/demo-redux-todo,### Node,ccbabi.demo-redux-todo.md,3
42,74,https://github.com/ccbabi/demo-redux-todo,### Ruby on Rails,ccbabi.demo-redux-todo.md,3
43,74,https://github.com/ccbabi/demo-redux-todo,## Proxying API Requests in Development,ccbabi.demo-redux-todo.md,2
44,74,https://github.com/ccbabi/demo-redux-todo,## Using HTTPS in Development,ccbabi.demo-redux-todo.md,2
45,74,https://github.com/ccbabi/demo-redux-todo,#### Windows (cmd.exe),ccbabi.demo-redux-todo.md,4
46,74,https://github.com/ccbabi/demo-redux-todo,"#### Linux, macOS (Bash)",ccbabi.demo-redux-todo.md,4
47,74,https://github.com/ccbabi/demo-redux-todo,## Generating Dynamic `<meta>` Tags on the Server,ccbabi.demo-redux-todo.md,2
48,74,https://github.com/ccbabi/demo-redux-todo,## Pre-Rendering into Static HTML Files,ccbabi.demo-redux-todo.md,2
49,74,https://github.com/ccbabi/demo-redux-todo,## Injecting Data from the Server into the Page,ccbabi.demo-redux-todo.md,2
50,74,https://github.com/ccbabi/demo-redux-todo,## Running Tests,ccbabi.demo-redux-todo.md,2
51,74,https://github.com/ccbabi/demo-redux-todo,### Filename Conventions,ccbabi.demo-redux-todo.md,3
52,74,https://github.com/ccbabi/demo-redux-todo,### Command Line Interface,ccbabi.demo-redux-todo.md,3
53,74,https://github.com/ccbabi/demo-redux-todo,### Version Control Integration,ccbabi.demo-redux-todo.md,3
54,74,https://github.com/ccbabi/demo-redux-todo,### Writing Tests,ccbabi.demo-redux-todo.md,3
55,74,https://github.com/ccbabi/demo-redux-todo,### Testing Components,ccbabi.demo-redux-todo.md,3
56,74,https://github.com/ccbabi/demo-redux-todo,### Using Third Party Assertion Libraries,ccbabi.demo-redux-todo.md,3
57,74,https://github.com/ccbabi/demo-redux-todo,### Initializing Test Environment,ccbabi.demo-redux-todo.md,3
58,74,https://github.com/ccbabi/demo-redux-todo,#### `src/setupTests.js`,ccbabi.demo-redux-todo.md,4
59,74,https://github.com/ccbabi/demo-redux-todo,### Focusing and Excluding Tests,ccbabi.demo-redux-todo.md,3
60,74,https://github.com/ccbabi/demo-redux-todo,### Coverage Reporting,ccbabi.demo-redux-todo.md,3
61,74,https://github.com/ccbabi/demo-redux-todo,### Continuous Integration,ccbabi.demo-redux-todo.md,3
62,74,https://github.com/ccbabi/demo-redux-todo,### On CI servers,ccbabi.demo-redux-todo.md,3
63,74,https://github.com/ccbabi/demo-redux-todo,#### Travis CI,ccbabi.demo-redux-todo.md,4
64,74,https://github.com/ccbabi/demo-redux-todo,### On your own environment,ccbabi.demo-redux-todo.md,3
65,74,https://github.com/ccbabi/demo-redux-todo,##### Windows (cmd.exe),ccbabi.demo-redux-todo.md,5
66,74,https://github.com/ccbabi/demo-redux-todo,"##### Linux, macOS (Bash)",ccbabi.demo-redux-todo.md,5
67,74,https://github.com/ccbabi/demo-redux-todo,### Disabling jsdom,ccbabi.demo-redux-todo.md,3
68,74,https://github.com/ccbabi/demo-redux-todo,### Snapshot Testing,ccbabi.demo-redux-todo.md,3
69,74,https://github.com/ccbabi/demo-redux-todo,### Editor Integration,ccbabi.demo-redux-todo.md,3
70,74,https://github.com/ccbabi/demo-redux-todo,## Developing Components in Isolation,ccbabi.demo-redux-todo.md,2
71,74,https://github.com/ccbabi/demo-redux-todo,## Making a Progressive Web App,ccbabi.demo-redux-todo.md,2
72,74,https://github.com/ccbabi/demo-redux-todo,## Deployment,ccbabi.demo-redux-todo.md,2
73,74,https://github.com/ccbabi/demo-redux-todo,### Static Server,ccbabi.demo-redux-todo.md,3
74,74,https://github.com/ccbabi/demo-redux-todo,### Other Solutions,ccbabi.demo-redux-todo.md,3
75,74,https://github.com/ccbabi/demo-redux-todo,### Serving Apps with Client-Side Routing,ccbabi.demo-redux-todo.md,3
76,74,https://github.com/ccbabi/demo-redux-todo,### Building for Relative Paths,ccbabi.demo-redux-todo.md,3
77,74,https://github.com/ccbabi/demo-redux-todo,#### Serving the Same Build from Different Paths,ccbabi.demo-redux-todo.md,4
78,74,https://github.com/ccbabi/demo-redux-todo,### Azure,ccbabi.demo-redux-todo.md,3
79,74,https://github.com/ccbabi/demo-redux-todo,### Firebase,ccbabi.demo-redux-todo.md,3
80,74,https://github.com/ccbabi/demo-redux-todo,### GitHub Pages,ccbabi.demo-redux-todo.md,3
81,74,https://github.com/ccbabi/demo-redux-todo,#### Step 1: Add `homepage` to `package.json`,ccbabi.demo-redux-todo.md,4
82,74,https://github.com/ccbabi/demo-redux-todo,#### Step 2: Install `gh-pages` and add `deploy` to `scripts` in `package.json`,ccbabi.demo-redux-todo.md,4
83,74,https://github.com/ccbabi/demo-redux-todo,#### Step 3: Deploy the site by running `npm run deploy`,ccbabi.demo-redux-todo.md,4
84,74,https://github.com/ccbabi/demo-redux-todo,#### Step 4: Ensure your project’s settings use `gh-pages`,ccbabi.demo-redux-todo.md,4
85,74,https://github.com/ccbabi/demo-redux-todo,"#### Step 5: Optionally, configure the domain",ccbabi.demo-redux-todo.md,4
86,74,https://github.com/ccbabi/demo-redux-todo,#### Notes on client-side routing,ccbabi.demo-redux-todo.md,4
87,74,https://github.com/ccbabi/demo-redux-todo,### Heroku,ccbabi.demo-redux-todo.md,3
88,74,https://github.com/ccbabi/demo-redux-todo,#### Resolving Heroku Deployment Errors,ccbabi.demo-redux-todo.md,4
89,74,https://github.com/ccbabi/demo-redux-todo,"##### ""Module not found: Error: Cannot resolve 'file' or 'directory'""",ccbabi.demo-redux-todo.md,5
90,74,https://github.com/ccbabi/demo-redux-todo,"##### ""Could not find a required file.""",ccbabi.demo-redux-todo.md,5
91,74,https://github.com/ccbabi/demo-redux-todo,### Modulus,ccbabi.demo-redux-todo.md,3
92,74,https://github.com/ccbabi/demo-redux-todo,## Netlify,ccbabi.demo-redux-todo.md,2
93,74,https://github.com/ccbabi/demo-redux-todo,### Now,ccbabi.demo-redux-todo.md,3
94,74,https://github.com/ccbabi/demo-redux-todo,### S3 and CloudFront,ccbabi.demo-redux-todo.md,3
95,74,https://github.com/ccbabi/demo-redux-todo,### Surge,ccbabi.demo-redux-todo.md,3
96,74,https://github.com/ccbabi/demo-redux-todo,## Advanced Configuration,ccbabi.demo-redux-todo.md,2
97,74,https://github.com/ccbabi/demo-redux-todo,## Troubleshooting,ccbabi.demo-redux-todo.md,2
98,74,https://github.com/ccbabi/demo-redux-todo,### `npm start` doesn’t detect changes,ccbabi.demo-redux-todo.md,3
99,74,https://github.com/ccbabi/demo-redux-todo,### `npm test` hangs on macOS Sierra,ccbabi.demo-redux-todo.md,3
100,74,https://github.com/ccbabi/demo-redux-todo,### `npm run build` silently fails,ccbabi.demo-redux-todo.md,3
101,74,https://github.com/ccbabi/demo-redux-todo,### `npm run build` fails on Heroku,ccbabi.demo-redux-todo.md,3
102,74,https://github.com/ccbabi/demo-redux-todo,## Something Missing?,ccbabi.demo-redux-todo.md,2
1,75,https://github.com/ccloes/aws-codedeploy-agent,# AWS CodeDeploy Agent,ccloes.aws-codedeploy-agent.md,1
2,75,https://github.com/ccloes/aws-codedeploy-agent,## Build Steps,ccloes.aws-codedeploy-agent.md,2
3,75,https://github.com/ccloes/aws-codedeploy-agent,## Integration Test,ccloes.aws-codedeploy-agent.md,2
1,76,https://github.com/Cedriking/microjs.com,## Fantastic Micro-Frameworks and Micro-Libraries for Fun and Profit!,Cedriking.microjs.com.md,2
2,76,https://github.com/Cedriking/microjs.com,## SUBMITTING NEW LIBRARIES AND FRAMEWORKS:,Cedriking.microjs.com.md,2
3,76,https://github.com/Cedriking/microjs.com,### Using make / build ###,Cedriking.microjs.com.md,3
4,76,https://github.com/Cedriking/microjs.com,### All rights reserved ###,Cedriking.microjs.com.md,3
1,77,https://github.com/ChadLactaoen/Blackjack,# Blackjack,ChadLactaoen.Blackjack.md,1
2,77,https://github.com/ChadLactaoen/Blackjack,## Purpose,ChadLactaoen.Blackjack.md,2
3,77,https://github.com/ChadLactaoen/Blackjack,## Blackjack Resources and Strategy,ChadLactaoen.Blackjack.md,2
4,77,https://github.com/ChadLactaoen/Blackjack,## Requirements ,ChadLactaoen.Blackjack.md,2
5,77,https://github.com/ChadLactaoen/Blackjack,## Blackjack Client Code,ChadLactaoen.Blackjack.md,2
6,77,https://github.com/ChadLactaoen/Blackjack,## Quick'n'Dirty Server Startup,ChadLactaoen.Blackjack.md,2
7,77,https://github.com/ChadLactaoen/Blackjack,## Rules,ChadLactaoen.Blackjack.md,2
8,77,https://github.com/ChadLactaoen/Blackjack,## Subscriptions,ChadLactaoen.Blackjack.md,2
9,77,https://github.com/ChadLactaoen/Blackjack,## API Reference,ChadLactaoen.Blackjack.md,2
10,77,https://github.com/ChadLactaoen/Blackjack,### /register,ChadLactaoen.Blackjack.md,3
11,77,https://github.com/ChadLactaoen/Blackjack,#### Attempts to register a player into the current game,ChadLactaoen.Blackjack.md,4
12,77,https://github.com/ChadLactaoen/Blackjack,##### Expects: ,ChadLactaoen.Blackjack.md,5
13,77,https://github.com/ChadLactaoen/Blackjack,##### Returns:,ChadLactaoen.Blackjack.md,5
14,77,https://github.com/ChadLactaoen/Blackjack,### /unregister,ChadLactaoen.Blackjack.md,3
15,77,https://github.com/ChadLactaoen/Blackjack,#### Attempts to unregister a player from the current game,ChadLactaoen.Blackjack.md,4
16,77,https://github.com/ChadLactaoen/Blackjack,##### Expects:,ChadLactaoen.Blackjack.md,5
17,77,https://github.com/ChadLactaoen/Blackjack,### /bet,ChadLactaoen.Blackjack.md,3
18,77,https://github.com/ChadLactaoen/Blackjack,#### Attempts to place a bet on the next hand for a player,ChadLactaoen.Blackjack.md,4
19,77,https://github.com/ChadLactaoen/Blackjack,##### Expects:,ChadLactaoen.Blackjack.md,5
20,77,https://github.com/ChadLactaoen/Blackjack,### /action,ChadLactaoen.Blackjack.md,3
21,77,https://github.com/ChadLactaoen/Blackjack,#### Attempts to send an action to be executed on a given hand,ChadLactaoen.Blackjack.md,4
22,77,https://github.com/ChadLactaoen/Blackjack,##### Expects:,ChadLactaoen.Blackjack.md,5
23,77,https://github.com/ChadLactaoen/Blackjack,##### Returns:,ChadLactaoen.Blackjack.md,5
24,77,https://github.com/ChadLactaoen/Blackjack,## Error Messages,ChadLactaoen.Blackjack.md,2
25,77,https://github.com/ChadLactaoen/Blackjack,## What is Trebek?,ChadLactaoen.Blackjack.md,2
26,77,https://github.com/ChadLactaoen/Blackjack,## Final Thoughts,ChadLactaoen.Blackjack.md,2
27,77,https://github.com/ChadLactaoen/Blackjack,### Have fun!,ChadLactaoen.Blackjack.md,3
1,78,https://github.com/Chen0831/rallets-android,## Shadowsocks for Android,Chen0831.rallets-android.md,2
2,78,https://github.com/Chen0831/rallets-android,### CI STATUS,Chen0831.rallets-android.md,3
3,78,https://github.com/Chen0831/rallets-android,### PREREQUISITES,Chen0831.rallets-android.md,3
4,78,https://github.com/Chen0831/rallets-android,### BUILD,Chen0831.rallets-android.md,3
5,78,https://github.com/Chen0831/rallets-android,### TRANSLATE,Chen0831.rallets-android.md,3
6,78,https://github.com/Chen0831/rallets-android,## DEVELOPE & DEBUG,Chen0831.rallets-android.md,2
7,78,https://github.com/Chen0831/rallets-android,## OPEN SOURCE LICENSES,Chen0831.rallets-android.md,2
8,78,https://github.com/Chen0831/rallets-android,### Signing,Chen0831.rallets-android.md,3
1,79,https://github.com/Chiel92/chugins,### Linux/Advanced Users,Chiel92.chugins.md,3
1,80,https://github.com/choreographing-quokka/Q,# Q,choreographing-quokka.Q.md,1
2,80,https://github.com/choreographing-quokka/Q,## Team,choreographing-quokka.Q.md,2
3,80,https://github.com/choreographing-quokka/Q,## Table of Contents,choreographing-quokka.Q.md,2
4,80,https://github.com/choreographing-quokka/Q,## Usage,choreographing-quokka.Q.md,2
5,80,https://github.com/choreographing-quokka/Q,## Requirements,choreographing-quokka.Q.md,2
6,80,https://github.com/choreographing-quokka/Q,## Development,choreographing-quokka.Q.md,2
7,80,https://github.com/choreographing-quokka/Q,## Installing Dependencies,choreographing-quokka.Q.md,2
8,80,https://github.com/choreographing-quokka/Q,## Roadmap,choreographing-quokka.Q.md,2
9,80,https://github.com/choreographing-quokka/Q,## Contributing,choreographing-quokka.Q.md,2
1,81,https://github.com/christopherwoo/data-science-ipython-notebooks,# data-science-ipython-notebooks,christopherwoo.data-science-ipython-notebooks.md,1
2,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## Index,christopherwoo.data-science-ipython-notebooks.md,2
3,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## spark,christopherwoo.data-science-ipython-notebooks.md,2
4,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## mapreduce-python,christopherwoo.data-science-ipython-notebooks.md,2
5,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## kaggle-and-business-analyses,christopherwoo.data-science-ipython-notebooks.md,2
6,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## deep-learning,christopherwoo.data-science-ipython-notebooks.md,2
7,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### tensor-flow-tutorials,christopherwoo.data-science-ipython-notebooks.md,3
8,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### tensor-flow-exercises,christopherwoo.data-science-ipython-notebooks.md,3
